1	1.019336
10	0.79777807
103	0.5055753
105	0.6087279
108	0.5349957
109	1.0006843
11	0.85626054
111	0.53199136
112	0.5245101
113	0.53327566
114	0.5468321
115	0.6175983
117	0.5827115
118	0.8984893
119	0.76602936
12	0.6831205
120	0.52267724
121	0.62437284
124	0.5564969
125	0.90874195
126	0.5866357
127	0.5175132
128	0.7907688
13	2.0
130	1.0903398
131	0.52532816
133	0.7372415
134	0.49915615
135	0.66741294
136	0.62986255
137	0.6482331
138	0.6143537
14	0.6497024
140	0.5808592
141	0.7775955
142	0.52129704
144	0.8197675
145	1.2323227
146	0.52014655
147	0.5313497
148	0.568188
151	1.0160197
152	0.74452746
158	0.7370503
159	0.76811934
16	0.8232886
160	0.6500784
162	0.5411972
163	0.6576302
164	0.5856996
166	0.53075945
167	0.7289745
168	0.7475831
171	0.57116324
173	0.57362205
174	0.87891805
176	0.5637717
177	0.6680409
178	0.933244
18	0.91063607
180	0.5497269
183	0.7936407
184	0.8916055
186	0.74467885
187	0.54516375
188	0.6326498
189	0.77427685
19	0.52038425
190	0.7142836
191	0.5009728
192	0.56642586
195	0.7984324
196	0.53776187
197	0.82542187
198	0.9552561
2	0.55201465
200	0.8206704
203	0.6387756
204	0.61774975
207	1.0548242
210	0.666545
211	0.76103467
213	0.7326115
216	0.65881574
218	0.55669916
219	0.49199423
22	0.8597421
221	0.7354372
225	0.72303945
227	0.64646095
23	0.73618233
230	0.68811834
231	0.48359793
233	0.76085687
234	1.5668504
236	0.7742459
237	0.5563855
238	0.6888267
239	0.84452546
24	0.674187
241	0.5866733
242	0.6662962
243	0.59832174
244	0.9022994
245	0.6838892
248	0.5932094
249	0.7462169
25	0.5724399
250	0.6642276
252	0.6537444
256	0.8193688
257	0.54617304
260	0.48635715
261	0.5072337
263	0.6718449
264	0.72988945
265	0.5736816
266	0.68947613
267	0.759944
27	0.70543885
270	0.8253586
271	0.9877007
272	0.65706944
273	0.49046296
274	0.5724492
276	1.4696897
277	0.6109126
278	0.565178
279	1.4870839
28	0.58330977
280	0.96833897
282	0.5498616
283	0.5582562
284	0.5651665
286	1.0153171
287	0.5765368
29	0.5088245
290	0.86847705
291	1.0040799
292	0.71598625
294	0.8017558
295	0.86177766
296	0.77562046
297	0.89759064
298	0.6525741
299	1.0293279
301	1.010879
303	1.5132668
304	0.6168791
305	0.988335
307	0.6373271
308	1.1298071
309	0.54706734
311	0.94889843
312	0.99799275
313	0.95013213
314	0.94584715
315	0.5926394
316	0.75231844
317	0.5282522
318	0.75018704
319	0.55664384
32	0.68572193
320	0.7047317
321	0.6487557
322	0.57446903
323	0.6182899
324	0.6905323
325	0.82708806
326	0.9737927
327	1.1156476
328	1.0497109
329	0.67133534
330	0.9102199
331	0.59403104
332	0.8088556
334	1.1076236
335	0.53300756
338	0.58155674
339	0.87457114
34	0.48157084
340	0.57563275
342	0.9579829
343	0.88228196
344	0.8043593
345	0.87111616
346	0.9909806
347	0.8992653
349	0.7686851
350	0.6416537
351	0.5600023
353	0.63342357
354	0.8662636
355	0.4862534
356	0.520638
357	0.606914
358	0.5317224
361	0.64194727
362	0.64070493
364	0.5748215
365	0.68960315
366	0.6626178
367	0.57333314
